series,Store,Dept,model_used,week_ahead,forecast_date,forecast_value,forecast_low,forecast_high
S04_D07,4,7,global_gbm,4,2024-01-21,77942.36,76622.43,88618.5
S04_D07,4,7,global_gbm,5,2024-01-28,75850.42,71963.84,80705.12
S04_D07,4,7,global_gbm,6,2024-02-04,85648.44,79871.63,94670.28
S04_D07,4,7,global_gbm,7,2024-02-11,87802.01,77583.19,96704.26
S04_D07,4,7,global_gbm,8,2024-02-18,79646.75,74531.83,91081.85
S04_D08,4,8,seasonal_naive,1,2023-12-31,15636.43,13890.8,17382.06
S04_D08,4,8,seasonal_naive,2,2024-01-07,15007.81,13262.18,16753.44
S04_D08,4,8,seasonal_naive,3,2024-01-14,15608.1,13862.47,17353.73
S04_D08,4,8,seasonal_naive,4,2024-01-21,17825.66,16080.03,19571.29
S04_D08,4,8,seasonal_naive,5,2024-01-28,16643.0,14897.37,18388.63
S04_D08,4,8,seasonal_naive,6,2024-02-04,19455.47,17709.84,21201.1
S04_D08,4,8,seasonal_naive,7,2024-02-11,17359.26,15613.63,19104.89
S04_D08,4,8,seasonal_naive,8,2024-02-18,16296.39,14550.76,18042.02
S04_D09,4,9,global_gbm,1,2023-12-31,61152.02,50856.28,61335.55
S04_D09,4,9,global_gbm,2,2024-01-07,51402.99,41828.52,58691.87
S04_D09,4,9,global_gbm,3,2024-01-14,50705.91,46176.03,54478.84
S04_D09,4,9,global_gbm,4,2024-01-21,51428.96,47150.41,54405.02
S04_D09,4,9,global_gbm,5,2024-01-28,51694.89,44871.51,54445.21
S04_D09,4,9,global_gbm,6,2024-02-04,57627.85,51578.82,61960.91
S04_D09,4,9,global_gbm,7,2024-02-11,58268.89,52456.63,62820.57
S04_D09,4,9,global_gbm,8,2024-02-18,56902.14,51883.1,61110.36
S04_D10,4,10,seasonal_naive,1,2023-12-31,14855.2,12947.05,16763.35
S04_D10,4,10,seasonal_naive,2,2024-01-07,16307.14,14398.99,18215.29
S04_D10,4,10,seasonal_naive,3,2024-01-14,15161.56,13253.41,17069.71
S04_D10,4,10,seasonal_naive,4,2024-01-21,16152.73,14244.58,18060.88
S04_D10,4,10,seasonal_naive,5,2024-01-28,16169.69,14261.54,18077.84
S04_D10,4,10,seasonal_naive,6,2024-02-04,18949.2,17041.05,20857.35
S04_D10,4,10,seasonal_naive,7,2024-02-11,18736.36,16828.21,20644.51
S04_D10,4,10,seasonal_naive,8,2024-02-18,15461.56,13553.41,17369.71
S04_D11,4,11,global_gbm,1,2023-12-31,82566.37,62297.53,84253.35
S04_D11,4,11,global_gbm,2,2024-01-07,56326.25,50030.59,60523.69
S04_D11,4,11,global_gbm,3,2024-01-14,55263.13,52310.4,59542.04
S04_D11,4,11,global_gbm,4,2024-01-21,56733.38,51556.62,59862.46
S04_D11,4,11,global_gbm,5,2024-01-28,55109.16,51682.63,61412.18
S04_D11,4,11,global_gbm,6,2024-02-04,79641.04,70727.57,87338.84
S04_D11,4,11,global_gbm,7,2024-02-11,78407.86,74236.12,92427.26
S04_D11,4,11,global_gbm,8,2024-02-18,61756.41,51768.57,68140.23
S04_D12,4,12,seasonal_naive,1,2023-12-31,21724.71,19081.75,24367.67
S04_D12,4,12,seasonal_naive,2,2024-01-07,21790.85,19147.89,24433.81
S04_D12,4,12,seasonal_naive,3,2024-01-14,22162.76,19519.8,24805.72
S04_D12,4,12,seasonal_naive,4,2024-01-21,22302.6,19659.64,24945.56
S04_D12,4,12,seasonal_naive,5,2024-01-28,20874.65,18231.69,23517.61
S04_D12,4,12,seasonal_naive,6,2024-02-04,29679.42,27036.46,32322.38
S04_D12,4,12,seasonal_naive,7,2024-02-11,30900.19,28257.23,33543.15
S04_D12,4,12,seasonal_naive,8,2024-02-18,22977.85,20334.89,25620.81
S05_D01,5,1,seasonal_naive,1,2023-12-31,24307.16,16367.3,32247.02
S05_D01,5,1,seasonal_naive,2,2024-01-07,30002.04,22062.18,37941.9
S05_D01,5,1,seasonal_naive,3,2024-01-14,30506.99,22567.13,38446.85
S05_D01,5,1,seasonal_naive,4,2024-01-21,29110.18,21170.32,37050.04
S05_D01,5,1,seasonal_naive,5,2024-01-28,26879.35,18939.49,34819.21
S05_D01,5,1,seasonal_naive,6,2024-02-04,32338.07,24398.21,40277.93
S05_D01,5,1,seasonal_naive,7,2024-02-11,35045.48,27105.62,42985.34
S05_D01,5,1,seasonal_naive,8,2024-02-18,28418.06,20478.2,36357.92
S05_D02,5,2,global_gbm,1,2023-12-31,77907.12,54115.13,77907.12
S05_D02,5,2,global_gbm,2,2024-01-07,52543.61,46288.58,55112.82
S05_D02,5,2,global_gbm,3,2024-01-14,51348.14,46192.9,54529.75
S05_D02,5,2,global_gbm,4,2024-01-21,52653.43,47092.7,53906.12
S05_D02,5,2,global_gbm,5,2024-01-28,52384.35,46882.34,55535.77
S05_D02,5,2,global_gbm,6,2024-02-04,70938.01,61258.45,79869.27
S05_D02,5,2,global_gbm,7,2024-02-11,72756.54,63958.84,79185.0
S05_D02,5,2,global_gbm,8,2024-02-18,54647.68,48361.79,64001.72
S05_D03,5,3,global_gbm,1,2023-12-31,82307.7,56851.68,82307.7
S05_D03,5,3,global_gbm,2,2024-01-07,59336.55,51334.19,61518.36
S05_D03,5,3,global_gbm,3,2024-01-14,58662.38,51562.25,61683.38
S05_D03,5,3,global_gbm,4,2024-01-21,57484.41,53981.58,61877.23
S05_D03,5,3,global_gbm,5,2024-01-28,57560.48,52242.66,61972.0
S05_D03,5,3,global_gbm,6,2024-02-04,80924.54,71440.61,89220.82
S05_D03,5,3,global_gbm,7,2024-02-11,83348.16,74810.87,95051.05
S05_D03,5,3,global_gbm,8,2024-02-18,68013.47,53531.33,70572.64
S05_D04,5,4,global_gbm,1,2023-12-31,17073.75,16774.55,18188.24
S05_D04,5,4,global_gbm,2,2024-01-07,16298.51,15090.39,17656.64
S05_D04,5,4,global_gbm,3,2024-01-14,15685.86,14652.69,16770.52
S05_D04,5,4,global_gbm,4,2024-01-21,15695.43,15073.81,17094.02
S05_D04,5,4,global_gbm,5,2024-01-28,15392.56,14672.58,16772.92
S05_D04,5,4,global_gbm,6,2024-02-04,17549.52,14955.31,17936.06
S05_D04,5,4,global_gbm,7,2024-02-11,17878.56,15477.83,17934.16
S05_D04,5,4,global_gbm,8,2024-02-18,16847.32,15367.83,17711.03
S05_D05,5,5,global_gbm,1,2023-12-31,53624.75,40404.3,60196.91
S05_D05,5,5,global_gbm,2,2024-01-07,38074.29,34228.23,45222.64
S05_D05,5,5,global_gbm,3,2024-01-14,37914.41,35913.26,40954.67
S05_D05,5,5,global_gbm,4,2024-01-21,38464.78,35972.96,41463.05
S05_D05,5,5,global_gbm,5,2024-01-28,37530.57,35325.14,39905.72
S05_D05,5,5,global_gbm,6,2024-02-04,45896.83,43233.98,55005.26
S05_D05,5,5,global_gbm,7,2024-02-11,49683.65,45309.21,53949.84
S05_D05,5,5,global_gbm,8,2024-02-18,41405.03,35918.98,46339.93
S05_D06,5,6,global_gbm,1,2023-12-31,75537.26,55899.23,82021.15
S05_D06,5,6,global_gbm,2,2024-01-07,54604.3,48925.29,58666.81
S05_D06,5,6,global_gbm,3,2024-01-14,53553.94,46615.3,56500.94
S05_D06,5,6,global_gbm,4,2024-01-21,54443.2,49590.04,56619.58
S05_D06,5,6,global_gbm,5,2024-01-28,53158.36,49133.09,58179.26
S05_D06,5,6,global_gbm,6,2024-02-04,67621.0,60265.43,79198.24
S05_D06,5,6,global_gbm,7,2024-02-11,65095.18,58497.48,73886.49
S05_D06,5,6,global_gbm,8,2024-02-18,55360.54,51402.52,61630.94
S05_D07,5,7,global_gbm,1,2023-12-31,64596.1,53824.07,72252.1
S05_D07,5,7,global_gbm,2,2024-01-07,59579.64,53540.23,61638.61
S05_D07,5,7,global_gbm,3,2024-01-14,60698.02,55903.26,63432.78
S05_D07,5,7,global_gbm,4,2024-01-21,61659.74,55751.59,64145.62
S05_D07,5,7,global_gbm,5,2024-01-28,61868.4,56060.47,64524.14
S05_D07,5,7,global_gbm,6,2024-02-04,64919.31,59427.63,78402.49
S05_D07,5,7,global_gbm,7,2024-02-11,67553.74,59418.62,79245.79
S05_D07,5,7,global_gbm,8,2024-02-18,62155.87,52437.19,63170.47
S05_D08,5,8,holt_winters,1,2023-12-31,12497.49,8115.03,16879.95
S05_D08,5,8,holt_winters,2,2024-01-07,12132.7,7750.24,16515.16
S05_D08,5,8,holt_winters,3,2024-01-14,11922.44,7539.98,16304.9
S05_D08,5,8,holt_winters,4,2024-01-21,11885.35,7502.89,16267.82
S05_D08,5,8,holt_winters,5,2024-01-28,12557.86,8175.39,16940.32
S05_D08,5,8,holt_winters,6,2024-02-04,12443.87,8061.41,16826.33
S05_D08,5,8,holt_winters,7,2024-02-11,11963.09,7580.63,16345.55
S05_D08,5,8,holt_winters,8,2024-02-18,18148.78,13766.32,22531.24
S05_D09,5,9,global_gbm,1,2023-12-31,43395.71,36118.39,50843.74
S05_D09,5,9,global_gbm,2,2024-01-07,38336.3,33983.58,42047.49
S05_D09,5,9,global_gbm,3,2024-01-14,36224.05,33921.77,40251.06
S05_D09,5,9,global_gbm,4,2024-01-21,35817.86,34658.03,40711.79
S05_D09,5,9,global_gbm,5,2024-01-28,36429.17,33775.39,39636.39
S05_D09,5,9,global_gbm,6,2024-02-04,39706.05,37732.76,44581.81
S05_D09,5,9,global_gbm,7,2024-02-11,42675.34,41867.87,49408.82
S05_D09,5,9,global_gbm,8,2024-02-18,39357.85,34010.24,42392.1
S05_D10,5,10,seasonal_naive,1,2023-12-31,12357.9,11207.78,13508.02
S05_D10,5,10,seasonal_naive,2,2024-01-07,11637.78,10487.66,12787.9
S05_D10,5,10,seasonal_naive,3,2024-01-14,11030.98,9880.86,12181.1
S05_D10,5,10,seasonal_naive,4,2024-01-21,11383.27,10233.15,12533.39
S05_D10,5,10,seasonal_naive,5,2024-01-28,11605.11,10454.99,12755.23
S05_D10,5,10,seasonal_naive,6,2024-02-04,13914.23,12764.11,15064.35
S05_D10,5,10,seasonal_naive,7,2024-02-11,14235.84,13085.72,15385.96
S05_D10,5,10,seasonal_naive,8,2024-02-18,11410.73,10260.61,12560.85
S05_D11,5,11,global_gbm,1,2023-12-31,76102.05,51130.55,76102.05
S05_D11,5,11,global_gbm,2,2024-01-07,48074.03,38938.3,52786.37
S05_D11,5,11,global_gbm,3,2024-01-14,45902.03,42251.07,48880.1
S05_D11,5,11,global_gbm,4,2024-01-21,45739.91,42863.38,48395.14
S05_D11,5,11,global_gbm,5,2024-01-28,43472.83,41476.82,48482.93
S05_D11,5,11,global_gbm,6,2024-02-04,63788.95,52594.05,63788.95
S05_D11,5,11,global_gbm,7,2024-02-11,68216.02,57583.22,72745.05
S05_D11,5,11,global_gbm,8,2024-02-18,50389.14,41860.76,58378.38
S05_D12,5,12,global_gbm,1,2023-12-31,26446.92,22515.32,33364.78
S05_D12,5,12,global_gbm,2,2024-01-07,20839.5,16042.75,24033.35
S05_D12,5,12,global_gbm,3,2024-01-14,19399.21,16777.1,20434.76
S05_D12,5,12,global_gbm,4,2024-01-21,19747.0,18665.82,21642.52
S05_D12,5,12,global_gbm,5,2024-01-28,19773.81,17787.65,21292.71
S05_D12,5,12,global_gbm,6,2024-02-04,25092.7,23465.53,25881.41
S05_D12,5,12,global_gbm,7,2024-02-11,26805.59,23048.98,27638.04
S05_D12,5,12,global_gbm,8,2024-02-18,22381.16,18731.9,25397.24
S06_D01,6,1,global_gbm,1,2023-12-31,29056.08,29056.08,41644.29
S06_D01,6,1,global_gbm,2,2024-01-07,25471.08,21002.92,27892.9
S06_D01,6,1,global_gbm,3,2024-01-14,23692.13,22240.97,25663.42
S06_D01,6,1,global_gbm,4,2024-01-21,23941.16,22429.31,25565.4
S06_D01,6,1,global_gbm,5,2024-01-28,24115.15,22410.2,25697.18
S06_D01,6,1,global_gbm,6,2024-02-04,29489.54,29147.07,32002.19
S06_D01,6,1,global_gbm,7,2024-02-11,30731.45,29364.97,32702.29
S06_D01,6,1,global_gbm,8,2024-02-18,26569.46,23225.64,30139.55
S06_D02,6,2,seasonal_naive,1,2023-12-31,37762.36,27781.5,47743.22
S06_D02,6,2,seasonal_naive,2,2024-01-07,37558.41,27577.55,47539.27
S06_D02,6,2,seasonal_naive,3,2024-01-14,37736.46,27755.6,47717.32
S06_D02,6,2,seasonal_naive,4,2024-01-21,39644.96,29664.1,49625.82
S06_D02,6,2,seasonal_naive,5,2024-01-28,34696.95,24716.09,44677.81
S06_D02,6,2,seasonal_naive,6,2024-02-04,52609.85,42628.99,62590.71
S06_D02,6,2,seasonal_naive,7,2024-02-11,54753.13,44772.27,64733.99
S06_D02,6,2,seasonal_naive,8,2024-02-18,38588.77,28607.91,48569.63
S06_D03,6,3,global_gbm,1,2023-12-31,70442.52,48725.87,70442.52
S06_D03,6,3,global_gbm,2,2024-01-07,46893.88,43335.59,51549.51
S06_D03,6,3,global_gbm,3,2024-01-14,46932.92,42662.4,49135.8
S06_D03,6,3,global_gbm,4,2024-01-21,45779.66,42254.67,48661.18
S06_D03,6,3,global_gbm,5,2024-01-28,44274.74,42669.54,47580.82
S06_D03,6,3,global_gbm,6,2024-02-04,62063.35,56577.81,66068.95
S06_D03,6,3,global_gbm,7,2024-02-11,65520.69,57476.04,68941.56
S06_D03,6,3,global_gbm,8,2024-02-18,50156.53,43024.15,57715.38
S06_D04,6,4,global_gbm,1,2023-12-31,14192.1,13006.94,14192.1
S06_D04,6,4,global_gbm,2,2024-01-07,13295.97,11849.22,13745.06
S06_D04,6,4,global_gbm,3,2024-01-14,12561.64,10924.68,12785.64
S06_D04,6,4,global_gbm,4,2024-01-21,12603.23,11264.66,13344.25
S06_D04,6,4,global_gbm,5,2024-01-28,13136.68,11507.72,13965.92
S06_D04,6,4,global_gbm,6,2024-02-04,13896.3,12593.96,14149.31
S06_D04,6,4,global_gbm,7,2024-02-11,14469.5,12378.99,14469.5
S06_D04,6,4,global_gbm,8,2024-02-18,13163.03,11666.58,14214.09
S06_D05,6,5,global_gbm,1,2023-12-31,38222.93,34254.2,49947.73
S06_D05,6,5,global_gbm,2,2024-01-07,29905.67,27825.24,34347.15
S06_D05,6,5,global_gbm,3,2024-01-14,29665.74,28424.78,31287.7
S06_D05,6,5,global_gbm,4,2024-01-21,31100.16,29055.21,32379.89
S06_D05,6,5,global_gbm,5,2024-01-28,30317.12,28559.52,33057.58
S06_D05,6,5,global_gbm,6,2024-02-04,34143.73,32549.92,37359.27
S06_D05,6,5,global_gbm,7,2024-02-11,37023.11,33877.03,39123.23
S06_D05,6,5,global_gbm,8,2024-02-18,32288.12,28614.99,35700.55
S06_D06,6,6,seasonal_naive,1,2023-12-31,40700.13,34250.27,47149.99
S06_D06,6,6,seasonal_naive,2,2024-01-07,41177.19,34727.33,47627.05
S06_D06,6,6,seasonal_naive,3,2024-01-14,40064.97,33615.11,46514.83
S06_D06,6,6,seasonal_naive,4,2024-01-21,41699.45,35249.59,48149.31
S06_D06,6,6,seasonal_naive,5,2024-01-28,41674.63,35224.77,48124.49
S06_D06,6,6,seasonal_naive,6,2024-02-04,53531.04,47081.18,59980.9
S06_D06,6,6,seasonal_naive,7,2024-02-11,53590.45,47140.59,60040.31
S06_D06,6,6,seasonal_naive,8,2024-02-18,38062.26,31612.4,44512.12
S06_D07,6,7,global_gbm,1,2023-12-31,52329.15,46119.92,57433.23
S06_D07,6,7,global_gbm,2,2024-01-07,44915.6,41436.78,48905.88
S06_D07,6,7,global_gbm,3,2024-01-14,44538.51,42314.68,48633.51
S06_D07,6,7,global_gbm,4,2024-01-21,45851.04,41570.98,48245.22
S06_D07,6,7,global_gbm,5,2024-01-28,45819.93,42065.03,47982.09
S06_D07,6,7,global_gbm,6,2024-02-04,51709.62,43183.27,52075.09
S06_D07,6,7,global_gbm,7,2024-02-11,52473.97,46788.33,54818.62
S06_D07,6,7,global_gbm,8,2024-02-18,48277.7,43877.45,51988.74
S06_D08,6,8,seasonal_naive,1,2023-12-31,9820.57,8944.18,10696.96
S06_D08,6,8,seasonal_naive,2,2024-01-07,9643.06,8766.67,10519.45
S06_D08,6,8,seasonal_naive,3,2024-01-14,11149.17,10272.78,12025.56
S06_D08,6,8,seasonal_naive,4,2024-01-21,10189.73,9313.34,11066.12
S06_D08,6,8,seasonal_naive,5,2024-01-28,10347.2,9470.81,11223.59
S06_D08,6,8,seasonal_naive,6,2024-02-04,9737.54,8861.15,10613.93
S06_D08,6,8,seasonal_naive,7,2024-02-11,10170.49,9294.1,11046.88
S06_D08,6,8,seasonal_naive,8,2024-02-18,10129.6,9253.21,11005.99
S06_D09,6,9,seasonal_naive,1,2023-12-31,27063.78,24574.2,29553.36
S06_D09,6,9,seasonal_naive,2,2024-01-07,26927.89,24438.31,29417.47
S06_D09,6,9,seasonal_naive,3,2024-01-14,28391.75,25902.17,30881.33
S06_D09,6,9,seasonal_naive,4,2024-01-21,26879.04,24389.46,29368.62
S06_D09,6,9,seasonal_naive,5,2024-01-28,29415.86,26926.28,31905.44
S06_D09,6,9,seasonal_naive,6,2024-02-04,33965.6,31476.02,36455.18
S06_D09,6,9,seasonal_naive,7,2024-02-11,35908.25,33418.67,38397.83
S06_D09,6,9,seasonal_naive,8,2024-02-18,29352.56,26862.98,31842.14
S06_D10,6,10,seasonal_naive,1,2023-12-31,10341.38,7426.41,13256.35
S06_D10,6,10,seasonal_naive,2,2024-01-07,9319.78,6404.81,12234.75
S06_D10,6,10,seasonal_naive,3,2024-01-14,9257.35,6342.38,12172.32
S06_D10,6,10,seasonal_naive,4,2024-01-21,9783.97,6869.0,12698.94
S06_D10,6,10,seasonal_naive,5,2024-01-28,8624.2,5709.23,11539.17
S06_D10,6,10,seasonal_naive,6,2024-02-04,11986.67,9071.7,14901.64
S06_D10,6,10,seasonal_naive,7,2024-02-11,11660.81,8745.84,14575.78
S06_D10,6,10,seasonal_naive,8,2024-02-18,8926.32,6011.35,11841.29
S06_D11,6,11,global_gbm,1,2023-12-31,55185.87,36685.72,63644.84
S06_D11,6,11,global_gbm,2,2024-01-07,36018.66,30599.92,44724.91
S06_D11,6,11,global_gbm,3,2024-01-14,34759.33,29473.79,36843.57
S06_D11,6,11,global_gbm,4,2024-01-21,35581.07,32455.6,38282.82
S06_D11,6,11,global_gbm,5,2024-01-28,33301.17,33301.17,36565.39
S06_D11,6,11,global_gbm,6,2024-02-04,50131.65,44029.59,51334.81
S06_D11,6,11,global_gbm,7,2024-02-11,48536.7,45014.0,52380.73
S06_D11,6,11,global_gbm,8,2024-02-18,38207.53,33775.7,44160.96
S06_D12,6,12,global_gbm,1,2023-12-31,20713.74,16949.02,23624.52
S06_D12,6,12,global_gbm,2,2024-01-07,16708.05,12950.61,18407.19
S06_D12,6,12,global_gbm,3,2024-01-14,15557.17,13925.74,16497.98
S06_D12,6,12,global_gbm,4,2024-01-21,15549.16,14932.61,16972.1
S06_D12,6,12,global_gbm,5,2024-01-28,15572.81,14315.93,16633.39
S06_D12,6,12,global_gbm,6,2024-02-04,20236.66,18346.88,20236.66
S06_D12,6,12,global_gbm,7,2024-02-11,20819.08,19235.74,20819.08
S06_D12,6,12,global_gbm,8,2024-02-18,17727.3,14937.42,19433.92
S07_D01,7,1,global_gbm,1,2023-12-31,53139.52,39681.66,57762.57
S07_D01,7,1,global_gbm,2,2024-01-07,34627.96,30134.1,42474.43
S07_D01,7,1,global_gbm,3,2024-01-14,33697.89,31738.06,35985.85
S07_D01,7,1,global_gbm,4,2024-01-21,33503.91,31012.86,36467.04
S07_D01,7,1,global_gbm,5,2024-01-28,32432.57,31657.65,35810.07
S07_D01,7,1,global_gbm,6,2024-02-04,40374.79,35080.28,41405.99
S07_D01,7,1,global_gbm,7,2024-02-11,42725.57,39120.63,44906.79
S07_D01,7,1,global_gbm,8,2024-02-18,36703.5,32522.52,41826.63
S07_D02,7,2,global_gbm,1,2023-12-31,82373.33,59282.57,85385.01
S07_D02,7,2,global_gbm,2,2024-01-07,56506.33,50583.34,61189.31
S07_D02,7,2,global_gbm,3,2024-01-14,55707.35,49905.39,60920.2
S07_D02,7,2,global_gbm,4,2024-01-21,57754.68,52736.43,61044.9
S07_D02,7,2,global_gbm,5,2024-01-28,57094.45,53030.58,62780.91
S07_D02,7,2,global_gbm,6,2024-02-04,74084.13,65529.66,81393.28
S07_D02,7,2,global_gbm,7,2024-02-11,78452.08,71051.1,87579.86
S07_D02,7,2,global_gbm,8,2024-02-18,63560.54,52130.02,68330.12
S07_D03,7,3,global_gbm,1,2023-12-31,88573.36,68974.15,92993.56
S07_D03,7,3,global_gbm,2,2024-01-07,68008.18,58717.96,68008.18
S07_D03,7,3,global_gbm,3,2024-01-14,64761.74,59219.23,65468.54
S07_D03,7,3,global_gbm,4,2024-01-21,64117.6,61773.89,68156.58
S07_D03,7,3,global_gbm,5,2024-01-28,63093.31,59082.42,67892.45
S07_D03,7,3,global_gbm,6,2024-02-04,95401.45,87453.36,105025.02
S07_D03,7,3,global_gbm,7,2024-02-11,100977.27,91645.07,110264.11
S07_D03,7,3,global_gbm,8,2024-02-18,72156.24,63559.46,77478.91
S07_D04,7,4,seasonal_naive,1,2023-12-31,16963.28,15298.64,18627.92
S07_D04,7,4,seasonal_naive,2,2024-01-07,15307.88,13643.24,16972.52
S07_D04,7,4,seasonal_naive,3,2024-01-14,16479.28,14814.64,18143.92
S07_D04,7,4,seasonal_naive,4,2024-01-21,17754.84,16090.2,19419.48
S07_D04,7,4,seasonal_naive,5,2024-01-28,16291.07,14626.43,17955.71
S07_D04,7,4,seasonal_naive,6,2024-02-04,16941.8,15277.16,18606.44
S07_D04,7,4,seasonal_naive,7,2024-02-11,16157.87,14493.23,17822.51
S07_D04,7,4,seasonal_naive,8,2024-02-18,16522.97,14858.33,18187.61
S07_D05,7,5,global_gbm,1,2023-12-31,57242.2,42703.84,64158.07
S07_D05,7,5,global_gbm,2,2024-01-07,41706.64,37412.89,49420.59
S07_D05,7,5,global_gbm,3,2024-01-14,42947.81,38246.84,43157.78
S07_D05,7,5,global_gbm,4,2024-01-21,44483.23,39893.64,45906.85
S07_D05,7,5,global_gbm,5,2024-01-28,42652.42,39872.87,46668.19
S07_D05,7,5,global_gbm,6,2024-02-04,49871.33,44037.06,54101.53
S07_D05,7,5,global_gbm,7,2024-02-11,53927.69,46602.3,56729.38
S07_D05,7,5,global_gbm,8,2024-02-18,45070.81,38235.86,53001.23
S07_D06,7,6,global_gbm,1,2023-12-31,79391.82,59074.94,86707.43
S07_D06,7,6,global_gbm,2,2024-01-07,62227.57,57001.4,64768.53
S07_D06,7,6,global_gbm,3,2024-01-14,62649.73,56647.21,64023.2
S07_D06,7,6,global_gbm,4,2024-01-21,60570.35,57069.12,64875.61
S07_D06,7,6,global_gbm,5,2024-01-28,60880.2,57341.95,65771.51
S07_D06,7,6,global_gbm,6,2024-02-04,76266.29,69107.71,86230.12
S07_D06,7,6,global_gbm,7,2024-02-11,76755.05,70512.4,85994.26
S07_D06,7,6,global_gbm,8,2024-02-18,65753.19,56718.33,70377.27
S07_D07,7,7,global_gbm,1,2023-12-31,78065.79,64085.71,83480.52
S07_D07,7,7,global_gbm,2,2024-01-07,67243.21,58049.19,69003.46
S07_D07,7,7,global_gbm,3,2024-01-14,66401.5,60113.21,68133.7
S07_D07,7,7,global_gbm,4,2024-01-21,64216.51,60766.36,67976.35
S07_D07,7,7,global_gbm,5,2024-01-28,64739.53,59760.89,67833.0
S07_D07,7,7,global_gbm,6,2024-02-04,76886.83,70647.97,85771.29
S07_D07,7,7,global_gbm,7,2024-02-11,76552.09,68006.29,86463.66
S07_D07,7,7,global_gbm,8,2024-02-18,67740.42,58938.25,71033.8
S07_D08,7,8,seasonal_naive,1,2023-12-31,13692.28,11243.61,16140.95
S07_D08,7,8,seasonal_naive,2,2024-01-07,13740.76,11292.09,16189.43
S07_D08,7,8,seasonal_naive,3,2024-01-14,13413.72,10965.05,15862.39
S07_D08,7,8,seasonal_naive,4,2024-01-21,14503.08,12054.41,16951.75
S07_D08,7,8,seasonal_naive,5,2024-01-28,13796.48,11347.81,16245.15
S07_D08,7,8,seasonal_naive,6,2024-02-04,13763.45,11314.78,16212.12
S07_D08,7,8,seasonal_naive,7,2024-02-11,14113.93,11665.26,16562.6
S07_D08,7,8,seasonal_naive,8,2024-02-18,13795.49,11346.82,16244.16
S07_D09,7,9,global_gbm,1,2023-12-31,48015.73,42724.13,52734.24
S07_D09,7,9,global_gbm,2,2024-01-07,42630.55,40488.83,46475.86
S07_D09,7,9,global_gbm,3,2024-01-14,42659.12,39176.4,45136.94
S07_D09,7,9,global_gbm,4,2024-01-21,43138.56,39862.24,46206.11
S07_D09,7,9,global_gbm,5,2024-01-28,42377.46,40017.66,45948.92
S07_D09,7,9,global_gbm,6,2024-02-04,47437.18,42204.86,49549.91
S07_D09,7,9,global_gbm,7,2024-02-11,50299.77,43647.38,51454.66
S07_D09,7,9,global_gbm,8,2024-02-18,42917.16,38523.85,48243.67
S07_D10,7,10,seasonal_naive,1,2023-12-31,12997.14,11493.53,14500.75
S07_D10,7,10,seasonal_naive,2,2024-01-07,12805.04,11301.43,14308.65
S07_D10,7,10,seasonal_naive,3,2024-01-14,13905.7,12402.09,15409.31
S07_D10,7,10,seasonal_naive,4,2024-01-21,13813.66,12310.05,15317.27
S07_D10,7,10,seasonal_naive,5,2024-01-28,12634.7,11131.09,14138.31
S07_D10,7,10,seasonal_naive,6,2024-02-04,15947.25,14443.64,17450.86
S07_D10,7,10,seasonal_naive,7,2024-02-11,17072.45,15568.84,18576.06
S07_D10,7,10,seasonal_naive,8,2024-02-18,13530.44,12026.83,15034.05
S07_D11,7,11,global_gbm,1,2023-12-31,77928.02,51707.97,77928.02
S07_D11,7,11,global_gbm,2,2024-01-07,49040.62,44320.83,53035.0
S07_D11,7,11,global_gbm,3,2024-01-14,47713.34,44323.58,51140.27
S07_D11,7,11,global_gbm,4,2024-01-21,48925.81,46998.34,53344.32
S07_D11,7,11,global_gbm,5,2024-01-28,47333.04,44070.02,50524.23
S07_D11,7,11,global_gbm,6,2024-02-04,67110.03,59514.84,73496.04
S07_D11,7,11,global_gbm,7,2024-02-11,68261.13,59834.07,73465.05
S07_D11,7,11,global_gbm,8,2024-02-18,52122.0,46541.58,59719.78
S07_D12,7,12,seasonal_naive,1,2023-12-31,17916.45,14866.49,20966.41
S07_D12,7,12,seasonal_naive,2,2024-01-07,17695.3,14645.34,20745.26
S07_D12,7,12,seasonal_naive,3,2024-01-14,18627.15,15577.19,21677.11
S07_D12,7,12,seasonal_naive,4,2024-01-21,20025.85,16975.89,23075.81
S07_D12,7,12,seasonal_naive,5,2024-01-28,19665.95,16615.99,22715.91
S07_D12,7,12,seasonal_naive,6,2024-02-04,26110.88,23060.92,29160.84
S07_D12,7,12,seasonal_naive,7,2024-02-11,25987.37,22937.41,29037.33
S07_D12,7,12,seasonal_naive,8,2024-02-18,19515.27,16465.31,22565.23
S08_D01,8,1,global_gbm,1,2023-12-31,42628.86,37144.12,51552.1
S08_D01,8,1,global_gbm,2,2024-01-07,30918.28,28308.94,38669.16
S08_D01,8,1,global_gbm,3,2024-01-14,31518.59,29133.89,33530.7
S08_D01,8,1,global_gbm,4,2024-01-21,32255.51,29558.73,34913.8
S08_D01,8,1,global_gbm,5,2024-01-28,31345.48,30150.45,33860.27
S08_D01,8,1,global_gbm,6,2024-02-04,39747.02,37226.71,42088.74
S08_D01,8,1,global_gbm,7,2024-02-11,40482.58,38039.11,41676.86
S08_D01,8,1,global_gbm,8,2024-02-18,33491.8,30114.47,38908.71
S08_D02,8,2,global_gbm,1,2023-12-31,77127.72,52010.62,77127.72
S08_D02,8,2,global_gbm,2,2024-01-07,54360.71,47347.15,56518.34
